N,D,genK,K,W,sep,ewexp,ewmin,ewmax,ewpmin,ewpmax,me,g,pattern,init_round,init_time,init_min,init_q25,init_mean,init_med,init_q75,init_max,init_var,final_round,final_time,final_min,final_q25,final_mean,final_med,final_q75,final_max,final_var
10000,3,10,10,0,2,0,50,50,5,5,UN,20,AgglomerativeInit__sample0.1,0,0.399666666666667,236123.665044236,238826.947522299,240059.843746318,239921.33871605,241749.671532027,243814.089372882,3998243.11793711,50,1.26188888888889,219012.114099542,223199.578181641,224534.110653955,224412.280549258,226172.064918694,230511.994842689,4659796.06462629
10000,3,10,10,0,2,0,50,50,5,5,UN,20,GonzalezForGMM_.*_2gmm1_sample0.1,0,0.00866666666666667,231031.030288073,232783.797506132,233806.40147959,233422.026301303,234834.312427287,237323.128828629,2054553.62913333,50,0.508444444444444,221207.140610681,224108.129755827,225534.516400982,225383.087811267,227149.693213534,229080.884198783,5019422.16602885
10000,3,10,10,0,2,0,50,50,5,5,UN,20,GonzalezKwedlo_.*_sample0.1_,0,0.00233333333333333,1680979.5650349,2219950.63175733,2564620.95094664,2523085.74942663,2771201.99057976,3736914.1935013,182163511153.627,50,0.510555555555556,219012.114099542,221493.65858698,223251.758217899,223767.217971255,224358.761398535,226883.375399954,3389668.89699174
10000,3,10,10,0,2,0,50,50,5,5,UN,21,UniformMeans2GMM,0,0.00133333333333333,232191.817112528,234324.469538655,235275.190600647,235041.207047663,236295.265076551,239548.62159295,2650999.69770869,50,0.449555555555556,221007.409480061,223083.793094454,224619.015505998,224684.397886755,225411.849914192,227888.391544588,3281362.51010094
10000,3,10,10,0,2,0,50,50,5,5,UN,21,AdaptiveMeans2GMM,0,0.00133333333333333,231548.367552501,232329.026359509,233382.129265024,233163.231930843,234330.932764139,236471.753956464,1394772.8766054,50,0.450666666666667,218945.791405485,221621.385192191,223130.358951648,223472.668031543,224190.294980884,229510.306107869,4921729.73133856
10000,3,10,10,0,2,0,50,50,5,5,UN,21,Gonzalez2GMM,0,0.00166666666666667,235514.334398403,237169.155368535,238753.739461825,238642.602460361,240003.690120221,243151.333563595,3572870.80837199,50,0.448888888888889,223568.576328943,225292.866837306,226351.377239507,226563.742531957,227061.075496301,230215.832386324,2030677.82021155
10000,3,10,10,0,2,0,50,50,5,5,UN,21,Alt_AdaptMean+Means2GMM_f0.5,0,0.0316666666666666,229854.896514798,231947.205781985,232947.054617308,233023.929546091,234093.014648829,235927.706085004,2401453.16796961,50,0.934222222222223,220745.712298527,221708.004269414,223487.831868403,223569.211196137,224268.963314399,227894.959000877,3680217.60841288
10000,3,10,10,0,2,0,50,50,5,5,UN,21,Alt_AdaptMean+Means2GMM_f1,0,0.0166666666666667,230727.169864653,231525.979715391,232632.725753146,232843.89890282,233429.033220314,235365.269726457,1542795.58277485,50,0.465666666666667,218945.791405485,221621.178042223,222819.694241312,223151.351659179,224243.034984553,226315.283427108,2585681.10150108
10000,3,10,10,0,2,0,50,50,5,5,UN,21,AgglomerativeInit__sample0.1,0,0.431666666666667,237315.766643372,239087.593707741,240933.096544223,241224.125033103,242556.544434317,244244.389146193,4032820.05498615,50,1.32944444444444,220773.981016828,222238.772466144,224161.978021598,224030.181947026,224998.204623435,230376.481059199,4701945.11506111
10000,3,10,10,0,2,0,50,50,5,5,UN,21,GonzalezForGMM_.*_2gmm1_sample0.1,0,0.00966666666666667,231421.456314488,233263.332107528,233810.357844865,233767.811925386,234350.961715665,236300.80458809,927348.491547529,50,0.495333333333334,224506.9406001,226550.212290125,227228.317213502,227040.669704908,227510.734789791,232587.757108926,3085590.60737214
10000,3,10,10,0,2,0,50,50,5,5,UN,21,GonzalezKwedlo_.*_sample0.1_,0,0.00233333333333333,2046477.79396803,2526932.46935553,2979557.04393999,2957745.01795305,3378513.64113389,4279697.62850917,294328203119.656,50,0.493222222222223,223576.371893118,226962.797993518,227093.519964357,227179.692833899,227442.232122935,230202.128887476,2307876.32424524
10000,3,10,10,0,2,0,50,50,5,5,UN,22,UniformMeans2GMM,0,0.000666666666666667,247547.240183463,250068.487481929,252061.500752562,252246.458397541,253309.535043513,256956.409009443,5944499.33108796,50,0.445333333333334,225933.038215326,228549.053952702,232073.872313333,231805.78334107,234677.210631485,238468.584208526,11073145.5018563
10000,3,10,10,0,2,0,50,50,5,5,UN,22,AdaptiveMeans2GMM,0,0.00133333333333333,245642.595374052,247159.318070448,248119.60490075,247937.437612857,249207.041655052,250891.434979318,1709870.81831054,50,0.445777777777778,223254.592626709,225936.091340544,228431.286444389,227512.02620278,230458.186824548,234484.242720856,8649357.30388261
10000,3,10,10,0,2,0,50,50,5,5,UN,22,Gonzalez2GMM,0,0,248104.151759981,250616.057056574,251670.55089199,251397.523617302,253035.264581082,255787.247908229,2601478.1034033,50,0.447333333333334,229933.516821425,230738.568466695,233560.329096064,234558.424638582,235812.129438253,239840.698487265,6605396.26389154
10000,3,10,10,0,2,0,50,50,5,5,UN,22,Alt_AdaptMean+Means2GMM_f0.5,0,0.0313333333333333,244753.095246926,246139.700070067,248327.494816749,248246.809212902,249499.883137698,255565.496260092,6264159.55337977,50,1.03611111111111,225931.402522471,227736.084209379,230586.54669126,230312.964390528,231810.580969226,242284.842357467,10957801.5394434
