N,D,genK,K,W,sep,ewexp,ewmin,ewmax,ewpmin,ewpmax,me,g,pattern,init_round,init_time,init_min,init_q25,init_mean,init_med,init_q75,init_max,init_var,final_round,final_time,final_min,final_q25,final_mean,final_med,final_q75,final_max,final_var
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,Alt_AdaptMean+Means2GMM_f0.9,0,0.0303333333333333,184527.290631544,184888.614863499,185502.514710543,185593.265484343,185879.826838935,186798.113763616,369635.423540522,50,0.839111111111112,182903.744039107,183111.686192617,183251.061061702,183180.031180782,183343.73829438,184150.620569746,70736.8150087914
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,Alt_AdaptMean+Means2GMM_f0.7,0,0.0303333333333333,184285.476628179,185160.533985319,185533.285076649,185543.153291321,185998.007973606,186750.174008465,376453.306910887,50,0.845,182892.387415698,183024.815986281,183273.758103582,183179.667560227,183359.310525977,184400.572286981,115207.54631624
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,Alt_AdaptMean+Means2GMM_f0.5,0,0.0296666666666666,184299.746560273,185438.95131185,185723.595608947,185794.235564209,186111.683421039,186483.954412524,272114.738635685,50,0.840666666666667,182928.051560727,183157.106369555,183312.18121788,183182.475088054,183372.964960483,184391.396601124,97531.8896331582
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,AgglomerativeInit__sample0.1,0,0.410666666666666,187410.739035166,187876.415048622,188458.7650057,188197.844992849,189089.498202178,189949.947058451,498056.270789924,50,1.25466666666667,182946.339494996,183414.475526447,183704.461028419,183740.547469293,183953.502440286,184492.096768529,157766.427218643
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,GonzalezForGMM_.*_2gmm1_sample1,0,0.0293333333333333,184752.696469047,184752.696469047,184752.696469047,184752.696469047,184752.696469047,184752.696469047,0,50,0.817222222222223,183758.544078892,183758.544078892,183758.544078892,183758.544078892,183758.544078892,183758.544078892,0
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,GonzalezForGMM_.*_2gmm1_sample0.1,0,0.0163333333333333,184197.970608431,184609.38682352,184816.318999501,184697.365824878,185054.619413177,185761.846979216,132244.799406976,50,0.802333333333334,182967.445232098,183185.078153315,183297.123174222,183255.605777079,183496.258711907,183923.733051022,60014.0240354137
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,GonzalezForGMM_.*_2gmm0_sample1,0,0.0283333333333333,3203623.6464731,3753894.48865262,5344542.13395722,4653584.84650677,6702271.02233676,9978212.78740034,3045060937299.02,50,0.814777777777778,183219.666775286,183519.721251715,183894.306842659,183773.733663863,184070.389153933,184783.742578118,249771.716912558
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,GonzalezForGMM_.*_2gmm0_sample0.1,0,0.0163333333333333,2852372.56126994,3681407.53955009,4386063.56423067,4120947.22069828,5001637.14672985,6294407.26836994,787720452137.67,50,0.807888888888889,183216.716723246,183498.821142011,183806.139232893,183691.522911979,183921.702295658,185184.483410222,245273.333320902
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,GonzalezKwedlo_.*_sample0.1_,0,0.00266666666666667,2933626.99944277,3843425.79008406,4885959.45418875,4646669.73687387,6069718.08439144,8452107.56509636,2381674998658.69,50,0.804,183200.286413297,183504.65462537,183861.373684806,183729.546015543,184067.215981875,185027.428008296,331623.273564915
10000,3,10,10,0.5,1,0,50,50,1,1,UN,15,GonzalezKwedlo_.*_sample1_,0,0.017,3200795.64540371,4148764.36891033,5610684.90112216,5359655.93312191,7177123.3265583,9709268.09688674,3066615105841.85,50,0.818555555555556,183269.329621601,183346.200453141,183639.366363944,183463.453510327,183663.800407125,185150.66566294,245078.512007959
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,UniformMeans2GMM,0,0.00166666666666667,181230.979544895,181849.86843547,182133.716176892,182100.698412805,182473.084348092,183158.577777443,226450.049504162,50,0.783777777777778,179339.749711727,179380.88016097,179405.797989196,179402.468167728,179433.486426367,179509.11605641,1626.44749376467
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,AdaptiveMeans2GMM,0,0.00266666666666667,180545.08383362,181080.984312017,181412.187455247,181382.984160755,181564.958503554,182488.735997456,222760.890281118,50,0.787777777777778,179327.62370838,179362.306693947,179399.567279489,179383.566740499,179411.05431806,179577.605174944,3671.55479985632
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,Gonzalez2GMM,0,0.00266666666666667,180501.225559043,181000.032943015,181641.263054758,181760.146563151,182057.428836573,182546.077429325,347352.421898047,50,0.785333333333334,179423.052184464,179568.106320503,179583.590251314,179578.240535176,179596.386514981,179719.287706563,4179.10647057109
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,Alt_AdaptMean+Means2GMM_i,0,0.0296666666666666,180288.831483313,181010.73741502,181266.966848402,181249.256059722,181588.499265852,182016.662708524,191785.102564726,50,0.813888888888889,179316.837381778,179344.127755621,179371.107841883,179371.276557322,179383.831235264,179437.313567376,924.063465273611
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,Alt_AdaptMean+Means2GMM_f0.9,0,0.031,180709.239263406,180917.944492702,181193.385285518,181171.29895767,181357.927731736,181793.151016036,98116.3900899212,50,0.836444444444444,179324.941927623,179346.002374182,179373.421253521,179362.213520333,179384.648293765,179529.720429338,2041.71817510435
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,Alt_AdaptMean+Means2GMM_f0.7,0,0.0303333333333333,180420.764096456,180926.731558329,181176.829758234,181105.828288856,181411.490803011,182022.648033259,156410.536477676,50,0.835888888888889,179314.056017293,179349.543214138,179376.405272524,179376.081363858,179397.78581704,179450.285603909,1071.42373335077
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,Alt_AdaptMean+Means2GMM_f0.5,0,0.0306666666666667,180558.579338804,181010.278876038,181314.259284392,181210.840417584,181480.129827762,182562.692053686,209933.154470809,50,0.839444444444445,179314.026740645,179344.445404443,179367.134468705,179364.083324639,179377.080426575,179446.283327774,891.647955166699
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,AgglomerativeInit__sample0.1,0,0.412,182259.419528319,183313.710434892,183905.175010406,183867.546154855,184621.186051813,185716.247779414,739402.439090457,50,1.238,179349.517833095,179424.402357455,179469.081491486,179453.02067902,179494.386627167,179944.593093628,8439.33262800342
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,GonzalezForGMM_.*_2gmm1_sample1,0,0.0293333333333333,180207.493168952,180207.493168952,180207.493168952,180207.493168952,180207.493168952,180207.493168952,0,50,0.807111111111112,179364.110355669,179364.110355669,179364.110355669,179364.110355669,179364.110355669,179364.110355669,0
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,GonzalezForGMM_.*_2gmm1_sample0.1,0,0.0153333333333333,179776.912729497,180139.646934149,180277.61750043,180282.441064673,180499.147523596,180813.699746753,79072.0048577903,50,0.795333333333333,179333.810890411,179364.729760527,179391.610540875,179389.721220635,179409.932260226,179504.845494643,1649.24536763945
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,GonzalezForGMM_.*_2gmm0_sample1,0,0.0276666666666667,2933022.03380149,4262603.73164493,5216908.37604818,5329109.0743947,5952383.90456316,8670077.32046436,1482136763381.48,50,0.809111111111112,179458.412492273,179574.425334895,179730.838142733,179608.930997021,179825.607942895,180367.097998843,55487.6180921067
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,GonzalezForGMM_.*_2gmm0_sample0.1,0,0.014,3263899.66593595,4160338.63605169,4793185.82309967,4650982.57534835,5353143.83074177,6704973.41164545,758569371409.341,50,0.804888888888889,179420.425757956,179563.173504115,179613.68587537,179589.597496976,179628.113525926,179992.324144501,16113.8235661485
